,Property Id,Property Name,Postal Code,Source EUI (kBtu/ftå_),Number of Buildings - Self-reported,Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (ftå_),Year Built,Metered Areas (Energy),ENERGY STAR Score,Median Income for Zip,building_type,gas_heat,gas_water,gas_equip,elec_heat,elec_lighting,elec_equipment,elec_fans,elec_ref,elec_cool,elec_percent_total,ENERGY STAR binned,binned source EUI
5579,"4,043,937",Wavecrest - 3000 Park Avenue,10451,104.5,1,Bronx,Multifamily Housing,100693.0,2007,Whole Building,62.0,20307.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Moderate,Moderate
5580,"4,043,938",Wavecrest - 675 Morris Avenue,10451,132.4,1,Bronx,Multifamily Housing,186605.0,2006,Whole Building,27.0,20307.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Low,Moderate
5582,"5,802,696",(5862) - Concourse Village (1),10451,172.6,2,Bronx,Multifamily Housing,876500.0,1964,Whole Building,15.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
5584,"5,802,723",(5872) - Concourse Village (2),10451,161.2,2,Bronx,Multifamily Housing,876500.0,1964,Whole Building,22.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
5585,"4,044,579",977 GRANT AVENUE,10456,57.4,1,Bronx,Multifamily Housing,51203.0,1926,Whole Building,100.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
5586,"2,551,614",Total: 1010 Sherman Ave,10456,131.4,1,Bronx,Multifamily Housing,80000.0,1958,Whole Building,50.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5587,"2,937,622",YCF: 1212 Grant Ave,10456,125.6,1,Bronx,Multifamily Housing,71983.0,1936,Whole Building,85.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
5588,"4,412,473",1056 Sherman Ave,10456,152.0,1,Bronx,Multifamily Housing,62976.0,1927,Whole Building,16.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
5589,"4,506,533",1060 Sherman Ave,10456,167.7,1,Bronx,Multifamily Housing,62042.0,1927,Whole Building,8.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
5590,"3,286,997",1136 Sherman Avenue,10456,149.3,1,Bronx,Multifamily Housing,52000.0,1935,Whole Building,,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
5591,"3,535,997",Chestnut - 1230 Sheridan Ave,10456,108.7,1,Bronx,Multifamily Housing,61974.0,1927,Whole Building,68.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
5592,"3,535,998",Chestnut - 1264 Sheridan Ave,10456,129.1,1,Bronx,Multifamily Housing,61974.0,1927,Whole Building,44.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5593,"2,652,903",1210 Sherman Ave.,10456,146.3,1,Bronx,Multifamily Housing,53000.0,1942,Whole Building,36.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5594,"2,653,686",1226 Sherman Avenue,10456,59.7,1,Bronx,Multifamily Housing,67114.0,1942,Whole Building,100.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
5595,"2,653,858",1240 Sherman Avenue,10456,120.3,1,Bronx,Multifamily Housing,63535.0,1942,Whole Building,70.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
5596,"4,034,912",Chestnut - 1254 Sherman Avenue,10456,125.5,1,Bronx,Multifamily Housing,61360.0,1927,Whole Building,93.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
5597,"2,688,164","1066_1430_1280 Sheridan Avenue, Bronx",10456,119.3,1,Bronx,Multifamily Housing,65130.0,1925,Whole Building,69.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
5598,"4,947,628",1275 Grant Avenue,10456,242.9,1,Bronx,Multifamily Housing,93570.0,2008,Whole Building,1.0,16664.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Low,High
5599,"4,947,627",1259 Grant Avenue,10456,244.3,1,Bronx,Multifamily Housing,93570.0,2008,Whole Building,1.0,16664.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Low,High
5600,"4,897,311",A&E - Metro 1 - 910 Sheridan Avenue,10451,136.5,1,Bronx,Multifamily Housing,84826.0,1948,Whole Building,51.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5601,"2,558,942",Pelican: 930 Sheridan Ave,10452,60.8,1,Bronx,Multifamily Housing,64144.0,1951,Whole Building,100.0,20606.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
5602,"2,787,035",960 Management Co,10456,145.7,1,Bronx,Multifamily Housing,66162.0,1926,Whole Building,42.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5603,"2,816,113",984 Sheridan Avenue,10456,101.5,1,Bronx,Multifamily Housing,86000.0,1928,Whole Building,38.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5604,"4,506,534",215 E 164th St,10456,141.3,1,Bronx,Multifamily Housing,132202.0,1927,Whole Building,46.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5605,"5,090,198",Carrol Place Associates 1050,10456,145.0,1,Bronx,Multifamily Housing,74594.0,1929,Whole Building,15.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
5606,"5,090,194",Carrol Place Associates 1064,10456,158.8,1,Bronx,Multifamily Housing,77812.0,1929,Whole Building,8.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
5607,"4,880,943","B&H Bronx Realty, LLC",10456,68.4,1,Bronx,Multifamily Housing,63428.0,1923,Whole Building,97.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
5608,"2,736,778",1104-1112 Carroll Place,10456,163.3,1,Bronx,Multifamily Housing,70210.0,1928,Whole Building,37.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,High
5609,"4,926,041",1150 Grand Concourse,10456,108.7,1,Bronx,Multifamily Housing,130500.0,1937,Whole Building,64.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5610,"4,926,043",1166 Grand Concourse,10456,98.7,1,Bronx,Multifamily Housing,86500.0,1938,Whole Building,76.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
5611,"2,795,611",M&&L: 1188 Grand Concourse,10456,102.9,1,Bronx,Multifamily Housing,136593.0,1938,Whole Building,64.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5612,"2,643,944",1181 Sheridan Ave.,10456,129.8,1,Bronx,Multifamily Housing,72000.0,1936,Whole Building,36.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5613,"2,643,943",185 McClellan St.,10456,169.0,1,Bronx,Multifamily Housing,116000.0,1936,Whole Building,,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,High
5614,"4,046,609",1212 Grand Concourse,10456,169.6,1,Bronx,Multifamily Housing,65832.0,1937,Whole Building,7.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
5615,"2,563,004",ROSENBERG: 1266-68 Grand Concourse,10461,138.6,1,Bronx,Multifamily Housing,52934.0,1930,Whole Building,,40024.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
5616,"5,039,159",1267 Sheridan Avenue,10456,209.6,1,Bronx,Multifamily Housing,59810.0,1923,Whole Building,4.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
5617,"4,926,085",730 Grand Concourse,10451,141.8,1,Bronx,Multifamily Housing,69120.0,1939,Whole Building,24.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
5618,"4,926,086",740 Grand Concourse,10451,304.6,1,Bronx,Multifamily Housing,69120.0,1939,Whole Building,1.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Extremely High
5619,"4,842,725",VP: 750 GRAND CONCOURSE,10451,47.9,1,Bronx,Multifamily Housing,129150.0,1937,Whole Building,100.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
5620,"2,743,978",760 Grand Concourse Corp,10461,84.2,1,Bronx,Multifamily Housing,126760.0,1927,Whole Building,86.0,40024.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
5621,"4,926,088",780 Grand Concourse,10451,106.9,1,Bronx,Multifamily Housing,92950.0,1927,Whole Building,66.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5622,"4,926,089",790 Grand Concourse,10451,259.0,1,Bronx,Multifamily Housing,92950.0,1926,Whole Building,1.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
5623,"2,388,669",800 Grand Concourse,10451,119.9,1,Bronx,Multifamily Housing,294123.0,1954,Whole Building,63.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5624,"3,095,865",ROLE: 840 Grand Concourse,10451,137.3,1,Bronx,Multifamily Housing,234018.0,1927,Whole Building,64.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5625,"2,667,439",860 Grand Concourse,10451,136.5,1,Bronx,Multifamily Housing,90059.0,1941,Whole Building,65.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5626,"4,406,597",MID00900G 900 Grand Concourse,10451,58.3,1,Bronx,Multifamily Housing,304205.0,1923,Not Available,100.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
5627,"4,043,340",181 East 161st Street,10451,114.7,1,Bronx,Multifamily Housing,61833.0,1949,Whole Building,77.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
5628,"2,817,526",930 Grand Concourse,10451,94.9,1,Bronx,Multifamily Housing,120962.0,1948,Whole Building,,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Low
5629,"4,842,736",VP: 180 EAST 163 STREET,10451,151.2,1,Bronx,Multifamily Housing,72288.0,1941,Whole Building,16.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
5630,"2,787,034",917 Management Co,10451,119.5,1,Bronx,Multifamily Housing,100700.0,1941,Whole Building,45.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5631,"4,897,308",A&E - Metro 1 - 909 Sheridan Avenue,10451,126.0,1,Bronx,Multifamily Housing,77050.0,1938,Whole Building,48.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5632,"4,897,318",A&E - Metro 1 - 185 East 162nd Street,10451,117.8,1,Bronx,Multifamily Housing,71868.0,1939,Whole Building,66.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5633,"5,857,986",940 Grand Concourse,10451,138.1,1,Bronx,Multifamily Housing,145728.0,1929,Whole Building,41.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5634,"5,857,892",960 Grand Concourse,10451,158.7,1,Bronx,Multifamily Housing,96126.0,1927,Whole Building,21.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
5635,"2,937,161",186 East 164 St,10456,147.7,1,Bronx,Multifamily Housing,73926.0,1949,Whole Building,27.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
5636,"2,718,825",955 Sheridan Avenue - Sherwood Estate,10456,112.8,1,Bronx,Multifamily Housing,92180.0,1940,Whole Building,76.0,16664.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
5637,"5,857,988",1000 Grand Concourse,10451,119.6,1,Bronx,Multifamily Housing,131600.0,1935,Whole Building,63.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
5638,"2,637,870",1020 Grand Concourse,10451,197.5,1,Bronx,Multifamily Housing,301725.0,1961,Whole Building,23.0,20307.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
